_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence_summary,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence_summary,_activity,_activity:confidence,_activity:confidence_summary,_scenario,_scenario:confidence,_scenario:confidence_summary,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image:confidence,what_is_the_main_scenario_portrayed_in_the_image:confidence_summary,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in:confidence,which_activities_are_the_people_involved_in:confidence_summary,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing:confidence,which_of_the_following_emotions_are_the_people_expressing:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity_gold,_scenario_gold,system_identifier,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,which_activities_are_the_people_involved_in_gold,which_of_the_following_emotions_are_the_people_expressing_gold,Keywords
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/0/3/8/TRU1401795.jpg,,,FALSE,3/10/17 22:59,3,1177858441,finalized,,,TRU1401795,Young Adult,,,0.6682,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191980588,FALSE,finalized,3,3/30/17 15:27,beauty,0.6619,""""": 0.338
""beauty"": 0.662
",fashion,0.6619,""""": 0.338
""fashion"": 0.662
",,,,,,,,0.6775,""""": 0.677
""fashion"": 0.323
",,0.6775,""""": 0.677
""walking"": 0.323
",,0.6775,""""": 0.677
""neutral"": 0.662
"""": 0.339
",FALSE,3/22/17 17:02,3,1178717429,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/9/1/4/TRU1401839.jpg,,,FALSE,3/10/17 22:53,3,1177858445,finalized,,,TRU1401839,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980590,FALSE,finalized,3,3/30/17 14:57,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6591,""""": 0.659
""fashion"": 0.341
",,0.6773,"""relaxing"": 0.323
"""": 0.677
",neutral,0.3409,"""happiness"": 0.323
""neutral"": 0.341
""confusion"": 0.336
",FALSE,3/22/17 17:17,3,1178717431,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/3/e/1/TRU1401841.jpg,,,FALSE,3/10/17 22:51,3,1177858447,finalized,,,TRU1401841,Young Adult,,,0.6445,White or Caucasian,,,0.6811,Female,,,1,,Half length shot,,,0.6745,Sitting,,,1,,,beauty|fashion||||Sitting

1191980593,FALSE,finalized,3,3/30/17 15:30,beauty,0.6348,""""": 0.365
""beauty"": 0.635
",fashion,0.6413,"""fashion"": 0.641
"""": 0.359
",,,,,,,,0.7238,""""": 0.724
""fashion"": 0.276
",,1,""""": 1.0
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:29,3,1178717434,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.7079,"""identifiable"": 0.708
""unidentifiable"": 0.292
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/3/0/3/TRU1401855.jpg,,,FALSE,3/10/17 22:53,3,1177858450,finalized,,,TRU1401855,Young Adult,,,0.6595,,,,0.3405,Female,,,1,,Head and shoulders,,,0.6595,Standing,,,0.6781,,,beauty|fashion||||Standing

1191980609,FALSE,finalized,3,3/30/17 15:21,beauty,1,"""beauty"": 1.0
",fashion,0.6779,"""fashion"": 0.678
"""": 0.322
",,,,,,,,0.6779,""""": 0.678
""fashion"": 0.322
",,1,""""": 1.0
",,1,""""": 1.0
",FALSE,3/22/17 17:09,3,1178717453,finalized,Yes,,,0.663,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,1,"""semi identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/4/c/7/TRU1407422.jpg,,,FALSE,3/10/17 22:54,3,1177858479,finalized,,,TRU1407422,Young Adult,,,0.6795,East Asian,,,0.3425,Female,,,0.6795,,Half length shot,,,1,Standing,,,0.6575,,,beauty|fashion||||Standing

1191980632,FALSE,finalized,3,3/30/17 15:17,beauty,0.3641,""""": 0.33
""beauty"": 0.364
"""": 0.306
",fashion,0.3641,""""": 0.33
""fashion"": 0.364
"""": 0.306
",,,,,,,,0.6941,""""": 0.694
""relaxation"": 0.306
",relaxing,0.67,""""": 0.33
""relaxing"": 0.67
",neutral,0.67,""""": 0.33
""neutral"": 0.67
",FALSE,3/22/17 17:28,3,1178717475,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/f/7/7/TRU1408687.jpg,,,FALSE,3/10/17 22:49,3,1177858501,finalized,,,TRU1408687,Young Adult,,,0.6923,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Lying Down,,,1,,,beauty|fashion|||relaxing|Lying Down

1191980637,FALSE,finalized,3,3/30/17 15:21,beauty,0.6627,""""": 0.337
""beauty"": 0.663
",fashion,0.6627,""""": 0.337
""fashion"": 0.663
",,0,,,,,,0.6747,""""": 0.675
""fashion"": 0.325
",,1,""""": 1.0
"""": 0.337
",neutral,0.6747,"""neutral"": 0.675
""confusion"": 0.325
",FALSE,3/22/17 17:12,3,1178717480,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/8/f/5/TRU1408692.jpg,,,FALSE,3/10/17 22:59,3,1177858506,finalized,,,TRU1408692,Young Adult,,,0.6499,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191980641,FALSE,finalized,3,3/30/17 15:38,beauty,0.6512,""""": 0.349
""beauty"": 0.651
",fashion,0.6512,""""": 0.349
""fashion"": 0.651
",,,,,,,,0.3488,""""": 0.349
""work"": 0.32
""fashion"": 0.331
",,0.3488,""""": 0.349
""relaxing"": 0.32
""walking"": 0.331
",neutral,0.6512,""""": 0.349
""neutral"": 0.651
",FALSE,3/22/17 16:37,3,1178717484,finalized,Yes,,,0.6974,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6557,"""identifiable"": 0.656
""semi identifiable"": 0.344
",,,,0.6974,,,,,,,1 person,,,0.6974,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/3/3/a/TRU1408696.jpg,,,FALSE,3/10/17 23:03,3,1177858510,finalized,,,TRU1408696,Teen,,,0.3575,White or Caucasian,,,0.6974,Female,,,0.6974,,Half length shot,,,0.6974,Standing,,,0.6974,,,beauty|fashion||||Standing

1191980646,FALSE,finalized,3,3/30/17 15:19,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6838,""""": 0.684
""fashion"": 0.316
",,0.655,""""": 0.655
""walking"": 0.345
",neutral,0.6612,""""": 0.339
""neutral"": 0.661
",FALSE,3/22/17 17:10,3,1178717490,finalized,Yes,,,1,,,,0.6467,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/8/1/e/TRU1408927.jpg,,,FALSE,3/10/17 22:57,3,1177858526,finalized,,,TRU1408927,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,,Half length shot,,,0.6883,Standing,,,1,,,beauty|fashion||||Standing

1191980655,FALSE,finalized,3,3/30/17 15:19,beauty,0.6667,"""beauty"": 0.667
"""": 0.333
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6667,""""": 0.667
""fashion"": 0.333
",,1,""""": 1.0
",neutral,0.6667,""""": 0.333
""neutral"": 0.667
",FALSE,3/22/17 17:02,3,1178717499,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/7/c/5/TRU1408940.jpg,,,FALSE,3/10/17 22:51,3,1177858539,finalized,,,TRU1408940,Young Adult,,,1,White or Caucasian,,,0.6803,Male,,,1,,Half length shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980778,FALSE,finalized,3,3/30/17 15:13,beauty,0.6646,""""": 0.335
""beauty"": 0.665
",fashion,0.6646,""""": 0.335
""fashion"": 0.665
",,,,,,,,1,""""": 1.0
""relaxation"": 0.344
""hobby"": 0.344
",,0.6792,""""": 0.679
""hugging"": 0.344
""listening_to_music"": 0.344
""laughing"": 0.321
",laughter,0.3438,"""neutral"": 0.335
""laughter"": 0.344
""anger"": 0.344
"""": 0.344
""happiness"": 0.321
",FALSE,3/22/17 17:09,3,1178717509,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/2/f/6/TRU1408963.jpg,,,FALSE,3/10/17 22:58,3,1177858562,finalized,,,TRU1408963,Young Adult,,,0.6734,White or Caucasian,,,1,Male,,,1,,Headshot,,,1,,,,0.6998,,,beauty|fashion||||

1191980781,FALSE,finalized,3,3/30/17 15:25,beauty,0.6667,""""": 0.333
""beauty"": 0.667
",fashion,0.6667,""""": 0.333
""fashion"": 0.667
",,,,,,,,0.6667,""""": 0.667
""fashion"": 0.333
",,1,""""": 1.0
",neutral,0.6667,""""": 0.333
""neutral"": 0.667
",FALSE,3/22/17 16:34,3,1178717511,finalized,Yes,,,0.3327,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",TRUE,,,0.6673,,,,,,,,,,0,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/0/9/2/TRU1408968.jpg,,,FALSE,3/10/17 22:55,3,1177858567,finalized,,,TRU1408968,Young Adult,,,0.3327,East Asian,,,0.3327,Male,,,0.3327,,Full body shot,,,0.3327,Standing,,,0.3327,,,beauty|fashion||||Standing

1191980786,FALSE,finalized,3,3/30/17 15:31,beauty,0.6696,""""": 0.33
""beauty"": 0.67
",fashion,0.6696,""""": 0.33
""fashion"": 0.67
",,,,,,,,1,""""": 1.0
",,1,""""": 1.0
",neutral,0.6696,""""": 0.662
""neutral"": 0.67
"""": 0.332
",FALSE,3/22/17 16:59,3,1178717516,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/c/4/c/TRU1408986.jpg,,,FALSE,3/10/17 23:01,3,1177858585,finalized,,,TRU1408986,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,,Half length shot,,,0.668,Sitting,,,1,,,beauty|fashion||||Sitting

1191980788,FALSE,finalized,3,3/30/17 15:41,beauty,0.6621,"""beauty"": 0.662
"""": 0.338
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6621,""""": 0.662
""fashion"": 0.338
",,0.6621,""""": 0.662
"""": 0.338
",neutral,0.6681,""""": 0.662
""neutral"": 0.668
"""": 0.33
",FALSE,3/22/17 17:02,3,1178717518,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/b/e/b/TRU1408989.jpg,,,FALSE,3/10/17 22:46,3,1177858588,finalized,,,TRU1408989,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191980804,FALSE,finalized,3,3/30/17 15:41,beauty,0.6693,"""beauty"": 0.669
"""": 0.331
",fashion,0.6693,"""fashion"": 0.669
"""": 0.331
",,,,,,,,0.6723,"""fashion"": 0.328
"""": 0.672
",,0.6723,"""relaxing"": 0.328
"""": 0.672
",neutral,0.3416,"""happiness"": 0.328
""neutral"": 0.342
"""": 0.331
",FALSE,3/22/17 16:48,3,1178717534,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/8/6/8/TRU1410372.jpg,,,FALSE,3/10/17 22:53,3,1177858612,finalized,,,TRU1410372,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.6434,Sitting,,,0.7155,,,beauty|fashion||||Sitting

1191980811,FALSE,finalized,3,3/30/17 15:26,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6838,""""": 0.684
""fashion"": 0.316
",,1,""""": 1.0
",neutral,0.6612,""""": 0.339
""neutral"": 0.661
",FALSE,3/22/17 17:07,3,1178717540,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/c/e/3/TRU1410386.jpg,,,FALSE,3/10/17 23:00,3,1177858618,finalized,,,TRU1410386,Mid Adult,,,0.6687,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191980813,FALSE,finalized,3,3/30/17 15:28,beauty,0.6578,""""": 0.342
""beauty"": 0.658
",fashion,0.6578,""""": 0.342
""fashion"": 0.658
",,,,,,,,0.6686,""""": 0.669
""fashion"": 0.331
",,1,""""": 1.0
",neutral,0.6578,""""": 0.342
""neutral"": 0.658
",FALSE,3/22/17 17:18,3,1178717542,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/0/3/8/TRU1410388.jpg,,,FALSE,3/10/17 23:03,3,1177858620,finalized,,,TRU1410388,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.7151,Standing,,,1,,,beauty|fashion||||Standing

1191980815,FALSE,finalized,3,3/30/17 15:13,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6809,""""": 0.681
""fitness"": 0.319
",,0.6809,""""": 0.681
""relaxing"": 0.319
",neutral,1,"""neutral"": 1.0
"""": 0.345
"""": 0.345
""happiness"": 0.319
""confusion"": 0.319
""boredom"": 0.319
",FALSE,3/22/17 17:16,3,1178717545,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/a/c/1/TRU1410391.jpg,,,FALSE,3/10/17 22:40,3,1177858623,finalized,,,TRU1410391,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191980831,FALSE,finalized,3,3/30/17 15:29,beauty,0.6697,""""": 0.33
""beauty"": 0.67
",fashion,0.6697,""""": 0.33
""fashion"": 0.67
",,,,,,,,0.6819,""""": 0.682
""fashion"": 0.318
",,1,""""": 1.0
",,0.6819,""""": 0.682
""neutral"": 0.67
"""": 0.352
",FALSE,3/22/17 17:25,3,1178717559,finalized,Yes,,,1,,,,0.3385,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/3/9/1/TRU1410652.jpg,,,FALSE,3/10/17 22:57,3,1177858637,finalized,,,TRU1410652,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980835,FALSE,finalized,3,3/30/17 15:28,beauty,0.3394,""""": 0.332
"""": 0.328
""beauty"": 0.339
",fashion,0.6679,""""": 0.332
""fashion"": 0.668
",,,,,,,,0.6606,""""": 0.661
""fashion"": 0.339
",,0.6606,""""": 0.661
""hugging"": 0.339
",neutral,0.6679,""""": 0.332
""neutral"": 0.668
""sadness"": 0.339
",FALSE,3/22/17 17:07,3,1178717563,finalized,Yes,,,1,Yes,,,0.6326,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/a/d/d/TRU1410656.jpg,,,FALSE,3/10/17 22:41,3,1177858641,finalized,,,TRU1410656,Young Adult,,,1,White or Caucasian,,,0.7086,Female,,,1,,Full body shot,,,0.7086,Standing,,,1,,,beauty|fashion||||Standing

1191980854,FALSE,finalized,3,3/30/17 15:38,beauty,0.3468,"""beauty"": 0.347
"""": 0.322
"""": 0.331
",fashion,0.6779,"""fashion"": 0.678
"""": 0.322
",,0,,,,,,1,""""": 1.0
",,0.6689,""""": 0.669
"""": 0.331
",neutral,1,"""neutral"": 1.0
"""": 0.347
"""": 0.347
",FALSE,3/22/17 17:17,3,1178717582,finalized,Yes,,,1,Yes,,,1,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/3/1/8/TRU1410675.jpg,,,FALSE,3/10/17 22:57,3,1177858660,finalized,,,TRU1410675,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191980995,FALSE,finalized,3,3/30/17 15:16,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6615,""""": 0.662
""fashion"": 0.338
",,0.6615,""""": 0.662
""relaxing"": 0.338
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:33,3,1178717615,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/3/8/b/TRU1416266.jpg,,,FALSE,3/10/17 23:03,3,1177858701,finalized,,,TRU1416266,Young Adult,,,0.6486,White or Caucasian,,,1,Female,,,1,,Half length shot,,,0.6638,Standing,,,0.6876,,,beauty|fashion||||Standing

1191981009,FALSE,finalized,3,3/30/17 15:24,beauty,0.6601,"""beauty"": 0.66
"""": 0.34
",fashion,0.6601,"""fashion"": 0.66
"""": 0.34
",,,,,,,,0.6816,""""": 0.682
""fashion"": 0.318
",,0.6816,""""": 0.682
""listening_to_music"": 0.34
""walking"": 0.318
",,0.6816,"""neutral"": 0.342
"""": 0.682
"""": 0.342
""excitement"": 0.34
""happiness"": 0.318
",FALSE,3/22/17 16:56,3,1178717631,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/e/2/7/TRU1417935.jpg,,,FALSE,3/10/17 22:50,3,1177858786,finalized,,,TRU1417935,Young Adult,,,1,,,,0.6588,Male,,,1,,Half length shot,,,0.6588,Sitting,,,1,,,beauty|fashion||||Sitting

1191981014,FALSE,finalized,3,3/30/17 15:28,beauty,0.6671,"""beauty"": 0.667
"""": 0.333
",fashion,0.6671,"""fashion"": 0.667
"""": 0.333
",,,,,,,,0.681,"""school"": 0.348
""hobby"": 0.348
"""": 0.681
""fashion"": 0.319
",,1,""""": 1.0
",neutral,0.652,"""laughter"": 0.348
""anger"": 0.348
"""": 0.348
""neutral"": 0.652
",FALSE,3/22/17 17:19,3,1178717636,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.653,"""identifiable"": 0.653
""semi identifiable"": 0.347
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/1/0/a/TRU1418495.jpg,,,FALSE,3/10/17 22:49,3,1177858791,finalized,,,TRU1418495,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,,Full body shot,,,0.6471,Lying Down,,,1,,,beauty|fashion||||Lying Down

1191981046,FALSE,finalized,3,3/30/17 15:48,beauty,0.6758,"""beauty"": 0.676
"""": 0.324
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6699,"""fashion"": 0.33
"""": 0.67
",,0.6699,"""walking"": 0.33
"""": 0.67
",neutral,0.6699,"""happiness"": 0.33
""neutral"": 0.67
",FALSE,3/22/17 17:25,3,1178717668,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/6/6/f/TRU1420013.jpg,,,FALSE,3/10/17 22:57,3,1177858823,finalized,,,TRU1420013,Young Adult,,,0.7105,White or Caucasian,,,1,Male,,,1,,Half length shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191981059,FALSE,finalized,3,3/30/17 15:42,beauty,0.6562,"""beauty"": 0.656
"""": 0.344
",fashion,0.6562,"""fashion"": 0.656
"""": 0.344
",,,,,,,,1,""""": 1.0
",,1,""""": 1.0
",neutral,0.6562,"""neutral"": 0.656
""boredom"": 0.344
",FALSE,3/22/17 17:13,3,1178717680,finalized,Yes,,,1,Yes,,,0.5625,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,neither,,,0.64,,3 people or more,,,0.64,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/9/8/8/TRU1421014.jpg,,,FALSE,3/10/17 22:56,3,1177858860,finalized,,,TRU1421014,Young Adult,,,0.72,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191981073,FALSE,finalized,3,3/30/17 15:37,beauty,1,"""beauty"": 1.0
",fashion,0.6407,"""fashion"": 0.641
"""": 0.359
",,,,,,,,0.7105,""""": 0.711
""fashion"": 0.289
",,0.7105,""""": 0.711
""relaxing"": 0.289
",neutral,1,"""neutral"": 1.0
"""": 0.351
"""": 0.351
",FALSE,3/22/17 17:14,3,1178717695,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/c/8/b/TRU1421543.jpg,,,FALSE,3/10/17 23:01,3,1177858886,finalized,,,TRU1421543,Young Adult,,,0.6783,White or Caucasian,,,0.6549,Female,,,1,,Profile,,,0.3451,,,,0.6783,,,beauty|fashion||||

1191981077,FALSE,finalized,3,3/30/17 15:40,beauty,1,"""beauty"": 1.0
",fashion,0.679,"""fashion"": 0.679
"""": 0.321
",,,,,,,,1,""""": 1.0
""fashion"": 0.331
",,1,""""": 1.0
",neutral,0.6522,""""": 0.348
""neutral"": 0.652
",FALSE,3/22/17 17:19,3,1178717699,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
